Designator,Library,Part Name,X,Y,Rotation,Z,Pattern,Head,Slot,NHP,NCP,Nozzle,Turn,TS,MS,PR,MArea,Skip
C219,TELIT-NPI-NEW,1BB01T0593,57.789,35.041,0,0,6,1,10008R,7,127,226,12,2,7,1000,1,
C220,TELIT-NPI-NEW,1BB01T0393,62.689,33.371,-90,0,6,3,30007L,5,325,226,9,1,2,1000,1,
C221,TELIT-NPI-NEW,1BB01T0465,63.185,30.754,90,0,6,3,30008L,7,327,226,4,1,11,1000,1,
C222,TELIT-NPI-NEW,1BB01T0564,59.264,35.516,-90,0,6,5,50006L,5,525,226,5,4,6,1000,1,
C223,TELIT-NPI-NEW,1BB01T0564,60.474,36.546,90,0,6,5,50006L,6,526,226,1,3,6,1000,1,
C224,TELIT-NPI-NEW,1BB01T0564,55.812,28.426,-90,0,6,5,50006L,7,527,226,2,2,11,1000,1,
C225,TELIT-NPI-NEW,1BB01T0503,62.024,28.841,90,0,6,3,30007R,5,325,226,2,6,7,1000,1,
C227,TELIT-NPI-NEW,1BB01T0303,62.024,30.166,-90,0,6,1,10007L,13,115,226,5,2,4,1000,1,
C230,TELIT-NPI-NEW,1BB01T0503,62.024,27.691,90,0,6,3,30007R,6,326,226,1,5,3,1000,1,
C301,TELIT-NPI-NEW,1BB01T0564,50.399,29.716,-90,0,6,5,50006L,6,526,226,2,3,4,1000,1,
C302,TELIT-NPI-NEW,1BB01T0513,50.999,29.716,-90,0,6,1,10007R,14,116,226,4,2,3,1000,1,
C303,TELIT-NPI-NEW,1BB01T0512,50.292,36.176,180,0,6,7,70008R,4,723,230,1,1,4,1000,1,
C304,TELIT-NPI-NEW,1BB01T0314,54.032,35.906,180,0,6,1,10006L,11,113,226,5,2,7,1000,1,
C305,TELIT-NPI-NEW,1BB01T0593,50.699,27.456,180,0,6,1,10008R,8,128,226,2,1,13,1000,1,
C306,TELIT-NPI-NEW,1BB01T0588,53.052,36.576,-90,0,6,7,70006R,6,711,230,2,2,7,1000,1,
C307,TELIT-NPI-NEW,1BB01T0564,52.059,29.541,180,0,6,5,50006L,5,525,226,7,4,5,1000,1,
C308,TELIT-NPI-NEW,1BB01T0513,51.759,27.766,90,0,6,1,10007R,6,126,226,12,1,4,1000,1,
D201,TELIT-NPI-NEW,1YY0700123WAY,50.299,32.466,180,0,6,1,10005L,1,121,226,3,1,11,1000,1,
FL201,TELIT-NPI-NEW,1LL0500430MU,61.774,34.466,180,0,6,7,70007R,3,722,230,3,1,1,1000,1,
L201,TELIT-NPI-NEW,1CC01T0015,59.414,33.491,180,0,6,1,10006R,11,113,226,10,3,13,1000,1,
L202,TELIT-NPI-NEW,1CC01T0046,62.319,31.606,180,0,6,3,30006L,3,323,226,6,1,7,1000,1,
L203,TELIT-NPI-NEW,1CC01T0027,62.325,31.054,180,0,6,1,10011L,7,127,226,15,3,10,1000,1,
L204,TELIT-NPI-NEW,1CC01T0015,60.264,33.791,-90,0,6,1,10006R,12,114,226,5,2,9,1000,1,
L205,TELIT-NPI-NEW,1CC01T0033,62.874,27.991,180,0,6,1,10008L,7,127,226,1,1,11,1000,1,
L301,TELIT-NPI-NEW,1CC0101334MU,52.402,35.191,0,0,6,7,70005L,5,714,235,13,2,3,1000,1,
R102,TELIT-NPI-NEW,1AA01T0501,62.679,36.861,0,0,6,3,30008R,4,324,226,3,4,11,1000,1,
R105,TELIT-NPI-NEW,1AA01T0501,53.604,28.066,180,0,6,3,30008R,3,323,226,2,3,9,1000,1,
R106,TELIT-NPI-NEW,1AA01T0501,53.78,32.596,-90,0,6,3,30008R,4,324,226,2,4,11,1000,1,
R201,TELIT-NPI-NEW,1AA01T0598,50.299,31.296,180,0,6,1,10010L,5,125,226,15,3,16,1000,1,
R202,TELIT-NPI-NEW,1AA01T0646,50.299,30.746,0,0,6,1,10009L,8,128,226,10,2,9,1000,1,
R203,TELIT-NPI-NEW,1AA01T0526,59.894,36.546,-90,0,6,3,30005L,1,321,226,6,1,1,1000,1,
R204,TELIT-NPI-NEW,1AA01T0699,62.679,36.261,180,0,6,3,30006R,4,324,226,13,1,15,1000,1,
R205,TELIT-NPI-NEW,1AA01T0699,61.829,36.561,90,0,6,3,30006R,4,324,226,5,1,14,1000,1,
R302,TELIT-NPI-NEW,1AA01T0699,54.032,36.456,0,0,6,3,30006R,4,324,226,9,1,4,1000,1,
R303,TELIT-NPI-NEW,1AA01T0699,54.032,37.011,180,0,6,3,30006R,3,323,226,13,2,11,1000,1,
R305,TELIT-NPI-NEW,1AA01T0501,52.749,31.301,0,0,6,3,30008R,3,323,226,3,3,8,1000,1,
R307,TELIT-NPI-NEW,1AA01T0501,50.149,35.156,180,0,6,3,30008R,16,318,226,7,2,7,1000,1,
RKEY,TELIT-NPI-NEW,1AA01T0755,60.679,28.961,180,0,6,3,30005R,2,322,226,6,1,6,1000,1,
U201,TELIT-NPI-NEW,1DD0800440ARH,56.539,32.266,180,0,6,9,90018,1,922,1002,10,2,1,1000,1,
U202,TELIT-NPI-NEW,1DD0101078MXS,62.559,32.371,180,0,6,7,70007L,3,722,230,13,1,6,1000,1,
U301,TELIT-NPI-NEW,1DD0101242TPK,50.699,28.436,0,0,6,7,70006L,6,711,230,9,2,3,1000,1,
U302,TELIT-NPI-NEW,1DD0101236SGM,51.777,36.376,180,0,6,7,70008L,4,723,230,9,1,8,1000,1,
U303,TELIT-NPI-NEW,1DD0101289WAY,51.959,28.756,0,0,6,5,50005L,5,525,226,13,6,3,1000,1,
Y201,TELIT-NPI-NEW,1MM0200123PSN,57.744,36.361,180,0,6,7,70005R,5,714,235,7,2,3,1000,1,
Y202,TELIT-NPI-NEW,1MM0100202TXC,58.074,28.126,0,0,6,9,90019,3,923,1551,5,1,2,1000,1,
C201,TELIT-NPI-NEW,1BB01T0564,50.299,49.147,180,0,11,5,50006L,13,515,226,9,13,12,1000,1,
C202,TELIT-NPI-NEW,1BB01T0564,59.439,50.062,180,0,11,5,50006L,15,517,226,13,7,13,1000,1,
C203,TELIT-NPI-NEW,1BB01T0564,55.157,45.692,90,0,11,5,50006L,4,524,226,7,5,9,1000,1,
C204,TELIT-NPI-NEW,1BB01T0564,60.679,48.122,180,0,11,5,50006L,13,515,226,12,13,2,1000,1,
C205,TELIT-NPI-NEW,1BB01T0564,59.429,49.447,180,0,11,5,50006L,13,515,226,11,13,16,1000,1,
C206,TELIT-NPI-NEW,1BB01T0593,60.194,52.787,180,0,11,1,10008R,11,113,226,17,5,9,1000,1,
C207,TELIT-NPI-NEW,1BB01T0593,55.314,52.912,-90,0,11,1,10008R,16,118,226,6,2,6,1000,1,
C209,TELIT-NPI-NEW,1BB01T0564,59.434,48.737,180,0,11,5,50006L,14,516,226,12,14,11,1000,1,
C210,TELIT-NPI-NEW,1BB01T0564,59.454,48.127,180,0,11,5,50006L,14,516,226,11,14,4,1000,1,
C211,TELIT-NPI-NEW,1BB01T0564,53.78,48.712,90,0,11,5,50006L,4,524,226,9,5,2,1000,1,
C212,TELIT-NPI-NEW,1BB01T0564,60.679,47.417,180,0,11,5,50006L,14,516,226,9,14,10,1000,1,
C213,TELIT-NPI-NEW,1BB01T0513,59.264,54.037,-90,0,11,1,10007R,14,116,226,9,4,14,1000,1,
C214,TELIT-NPI-NEW,1BB01T0476,57.249,46.672,0,0,11,1,10005R,10,112,226,7,2,3,1000,1,
C215,TELIT-NPI-NEW,1BB01T0476,59.234,46.672,180,0,11,1,10005R,10,112,226,10,4,15,1000,1,
C217,TELIT-NPI-NEW,1BB01T0503,62.139,50.642,90,0,11,3,30007R,13,315,226,14,7,6,1000,1,
C218,TELIT-NPI-NEW,1BB01T0503,60.814,51.062,-90,0,11,3,30007R,14,316,226,10,2,12,1000,1,
C219,TELIT-NPI-NEW,1BB01T0593,57.789,52.312,0,0,11,1,10008R,10,112,226,17,4,4,1000,1,
C220,TELIT-NPI-NEW,1BB01T0393,62.689,50.642,-90,0,11,3,30007L,13,315,226,7,2,15,1000,1,
C221,TELIT-NPI-NEW,1BB01T0465,63.185,48.025,90,0,11,3,30008L,7,327,226,6,1,11,1000,1,
C222,TELIT-NPI-NEW,1BB01T0564,59.264,52.787,-90,0,11,5,50006L,14,516,226,8,14,14,1000,1,
C223,TELIT-NPI-NEW,1BB01T0564,60.474,53.817,90,0,11,5,50006L,5,525,226,9,4,5,1000,1,
C224,TELIT-NPI-NEW,1BB01T0564,55.812,45.697,-90,0,11,5,50006L,6,526,226,8,3,6,1000,1,
C225,TELIT-NPI-NEW,1BB01T0503,62.024,46.112,90,0,11,3,30007R,13,315,226,12,7,13,1000,1,
C227,TELIT-NPI-NEW,1BB01T0303,62.024,47.437,-90,0,11,1,10007L,5,125,226,5,1,2,1000,1,
C230,TELIT-NPI-NEW,1BB01T0503,62.024,44.962,90,0,11,3,30007R,14,316,226,13,8,6,1000,1,
C301,TELIT-NPI-NEW,1BB01T0564,50.399,46.987,-90,0,11,5,50006L,4,524,226,13,4,9,1000,1,
C302,TELIT-NPI-NEW,1BB01T0513,50.999,46.987,-90,0,11,1,10007R,6,126,226,4,1,1,1000,1,
C303,TELIT-NPI-NEW,1BB01T0512,50.292,53.447,180,0,11,7,70008R,8,713,230,3,2,6,1000,1,
C304,TELIT-NPI-NEW,1BB01T0314,54.032,53.177,180,0,11,1,10006L,3,123,226,5,1,8,1000,1,
C305,TELIT-NPI-NEW,1BB01T0593,50.699,44.727,180,0,11,1,10008R,6,126,226,18,3,7,1000,1,
C306,TELIT-NPI-NEW,1BB01T0588,53.052,53.847,-90,0,11,7,70006R,2,721,230,2,1,8,1000,1,
C307,TELIT-NPI-NEW,1BB01T0564,52.059,46.812,180,0,11,5,50006L,3,523,226,7,6,10,1000,1,
C308,TELIT-NPI-NEW,1BB01T0513,51.759,45.037,90,0,11,1,10007R,10,112,226,14,4,3,1000,1,
D201,TELIT-NPI-NEW,1YY0700123WAY,50.299,49.737,180,0,11,1,10005L,9,111,226,5,2,5,1000,1,
FL201,TELIT-NPI-NEW,1LL0500430MU,61.774,51.737,180,0,11,7,70007R,7,712,230,16,2,2,1000,1,
L201,TELIT-NPI-NEW,1CC01T0015,59.414,50.762,180,0,11,1,10006R,3,123,226,10,2,12,1000,1,
L202,TELIT-NPI-NEW,1CC01T0046,62.319,48.877,180,0,11,3,30006L,3,323,226,9,1,7,1000,1,
L203,TELIT-NPI-NEW,1CC01T0027,62.325,48.325,180,0,11,1,10011L,15,117,226,16,4,6,1000,1,
L204,TELIT-NPI-NEW,1CC01T0015,60.264,51.062,-90,0,11,1,10006R,4,124,226,5,1,10,1000,1,
L205,TELIT-NPI-NEW,1CC01T0033,62.874,45.262,180,0,11,1,10008L,15,117,226,6,2,12,1000,1,
L301,TELIT-NPI-NEW,1CC0101334MU,52.402,52.462,0,0,11,7,70005L,1,724,235,10,1,4,1000,1,
R102,TELIT-NPI-NEW,1AA01T0501,62.679,54.132,0,0,11,3,30008R,15,317,226,13,7,3,1000,1,
R105,TELIT-NPI-NEW,1AA01T0501,53.604,45.337,180,0,11,3,30008R,16,318,226,6,2,14,1000,1,
R106,TELIT-NPI-NEW,1AA01T0501,53.78,49.867,-90,0,11,3,30008R,15,317,226,2,7,14,1000,1,
R201,TELIT-NPI-NEW,1AA01T0598,50.299,48.567,180,0,11,1,10010L,14,116,226,14,3,12,1000,1,
R202,TELIT-NPI-NEW,1AA01T0646,50.299,48.017,0,0,11,1,10009L,8,128,226,12,2,2,1000,1,
R203,TELIT-NPI-NEW,1AA01T0526,59.894,53.817,-90,0,11,3,30005L,1,321,226,9,1,9,1000,1,
R204,TELIT-NPI-NEW,1AA01T0699,62.679,53.532,180,0,11,3,30006R,11,313,226,16,7,11,1000,1,
R205,TELIT-NPI-NEW,1AA01T0699,61.829,53.832,90,0,11,3,30006R,9,311,226,16,5,15,1000,1,
R302,TELIT-NPI-NEW,1AA01T0699,54.032,53.727,0,0,11,3,30006R,12,314,226,17,8,8,1000,1,
R303,TELIT-NPI-NEW,1AA01T0699,54.032,54.282,180,0,11,3,30006R,10,312,226,16,6,13,1000,1,
R305,TELIT-NPI-NEW,1AA01T0501,52.749,48.572,0,0,11,3,30008R,8,328,226,11,1,4,1000,1,
R307,TELIT-NPI-NEW,1AA01T0501,50.149,52.427,180,0,11,3,30008R,8,328,226,7,1,6,1000,1,
RKEY,TELIT-NPI-NEW,1AA01T0755,60.679,46.232,180,0,11,3,30005R,2,322,226,9,1,8,1000,1,
U201,TELIT-NPI-NEW,1DD0800440ARH,56.539,49.537,180,0,11,9,90018,1,922,1002,11,2,1,1000,1,
U202,TELIT-NPI-NEW,1DD0101078MXS,62.559,49.642,180,0,11,7,70007L,7,712,230,10,2,6,1000,1,
U301,TELIT-NPI-NEW,1DD0101242TPK,50.699,45.707,0,0,11,7,70006L,2,721,230,9,1,2,1000,1,
U302,TELIT-NPI-NEW,1DD0101236SGM,51.777,53.647,180,0,11,7,70008L,8,713,230,10,2,8,1000,1,
U303,TELIT-NPI-NEW,1DD0101289WAY,51.959,46.027,0,0,11,5,50005L,13,515,226,14,7,3,1000,1,
Y201,TELIT-NPI-NEW,1MM0200123PSN,57.744,53.632,180,0,11,7,70005R,5,714,235,6,2,5,1000,1,
Y202,TELIT-NPI-NEW,1MM0100202TXC,58.074,45.397,0,0,11,9,90019,3,923,1551,6,1,2,1000,1,
C201,TELIT-NPI-NEW,1BB01T0564,50.299,66.418,180,0,14,5,50006L,5,525,226,11,4,11,1000,1,
C202,TELIT-NPI-NEW,1BB01T0564,59.439,67.333,180,0,14,5,50006L,14,516,226,15,14,6,1000,1,
C203,TELIT-NPI-NEW,1BB01T0564,55.157,62.963,90,0,14,5,50006L,15,517,226,14,7,16,1000,1,
C204,TELIT-NPI-NEW,1BB01T0564,60.679,65.393,180,0,14,5,50006L,15,517,226,15,15,8,1000,1,
C205,TELIT-NPI-NEW,1BB01T0564,59.429,66.718,180,0,14,5,50006L,6,526,226,11,3,8,1000,1,
C206,TELIT-NPI-NEW,1BB01T0593,60.194,70.058,180,0,14,1,10008R,6,126,226,17,8,11,1000,1,
C207,TELIT-NPI-NEW,1BB01T0593,55.314,70.183,-90,0,14,1,10008R,8,128,226,6,1,5,1000,1,
C209,TELIT-NPI-NEW,1BB01T0564,59.434,66.008,180,0,14,5,50006L,14,516,226,10,14,16,1000,1,
C210,TELIT-NPI-NEW,1BB01T0564,59.454,65.398,180,0,14,5,50006L,13,515,226,10,13,14,1000,1,
C211,TELIT-NPI-NEW,1BB01T0564,53.78,65.983,90,0,14,5,50006L,5,525,226,10,4,4,1000,1,
C212,TELIT-NPI-NEW,1BB01T0564,60.679,64.688,180,0,14,5,50006L,6,526,226,12,3,8,1000,1,
C213,TELIT-NPI-NEW,1BB01T0513,59.264,71.308,-90,0,14,1,10007R,2,122,226,17,1,7,1000,1,
C214,TELIT-NPI-NEW,1BB01T0476,57.249,63.943,0,0,14,1,10005R,2,122,226,7,1,4,1000,1,
C215,TELIT-NPI-NEW,1BB01T0476,59.234,63.943,180,0,14,1,10005R,9,111,226,10,3,16,1000,1,
C217,TELIT-NPI-NEW,1BB01T0503,62.139,67.913,90,0,14,3,30007R,5,325,226,14,2,5,1000,1,
C218,TELIT-NPI-NEW,1BB01T0503,60.814,68.333,-90,0,14,3,30007R,6,326,226,10,1,11,1000,1,
C219,TELIT-NPI-NEW,1BB01T0593,57.789,69.583,0,0,14,1,10008R,7,127,226,17,9,12,1000,1,
C220,TELIT-NPI-NEW,1BB01T0393,62.689,67.913,-90,0,14,3,30007L,5,325,226,7,1,16,1000,1,
C221,TELIT-NPI-NEW,1BB01T0465,63.185,65.296,90,0,14,3,30008L,7,327,226,9,1,14,1000,1,
C222,TELIT-NPI-NEW,1BB01T0564,59.264,70.058,-90,0,14,5,50006L,12,514,226,15,12,2,1000,1,
C223,TELIT-NPI-NEW,1BB01T0564,60.474,71.088,90,0,14,5,50006L,6,526,226,10,3,12,1000,1,
C224,TELIT-NPI-NEW,1BB01T0564,55.812,62.968,-90,0,14,5,50006L,7,527,226,15,2,16,1000,1,
C225,TELIT-NPI-NEW,1BB01T0503,62.024,63.383,90,0,14,3,30007R,5,325,226,13,2,7,1000,1,
C227,TELIT-NPI-NEW,1BB01T0303,62.024,64.708,-90,0,14,1,10007L,13,115,226,8,2,2,1000,1,
C230,TELIT-NPI-NEW,1BB01T0503,62.024,62.233,90,0,14,3,30007R,14,316,226,5,2,5,1000,1,
C301,TELIT-NPI-NEW,1BB01T0564,50.399,64.258,-90,0,14,5,50006L,6,526,226,15,3,13,1000,1,
C302,TELIT-NPI-NEW,1BB01T0513,50.999,64.258,-90,0,14,1,10007R,6,126,226,9,1,13,1000,1,
C303,TELIT-NPI-NEW,1BB01T0512,50.292,70.718,180,0,14,7,70008R,4,723,230,3,1,5,1000,1,
C304,TELIT-NPI-NEW,1BB01T0314,54.032,70.448,180,0,14,1,10006L,11,113,226,8,2,1,1000,1,
C305,TELIT-NPI-NEW,1BB01T0593,50.699,61.998,180,0,14,1,10008R,7,127,226,18,2,15,1000,1,
C306,TELIT-NPI-NEW,1BB01T0588,53.052,71.118,-90,0,14,7,70006R,2,721,230,7,1,5,1000,1,
C307,TELIT-NPI-NEW,1BB01T0564,52.059,64.083,180,0,14,5,50006L,5,525,226,12,4,7,1000,1,
C308,TELIT-NPI-NEW,1BB01T0513,51.759,62.308,90,0,14,1,10007R,9,111,226,14,3,2,1000,1,
D201,TELIT-NPI-NEW,1YY0700123WAY,50.299,67.008,180,0,14,1,10005L,1,121,226,5,1,6,1000,1,
FL201,TELIT-NPI-NEW,1LL0500430MU,61.774,69.008,180,0,14,7,70007R,3,722,230,16,1,1,1000,1,
L201,TELIT-NPI-NEW,1CC01T0015,59.414,68.033,180,0,14,1,10006R,4,124,226,12,1,9,1000,1,
L202,TELIT-NPI-NEW,1CC01T0046,62.319,66.148,180,0,14,3,30006L,11,313,226,11,2,14,1000,1,
L203,TELIT-NPI-NEW,1CC01T0027,62.325,65.596,180,0,14,1,10011L,7,127,226,16,3,5,1000,1,
L204,TELIT-NPI-NEW,1CC01T0015,60.264,68.333,-90,0,14,1,10006R,3,123,226,11,2,12,1000,1,
L205,TELIT-NPI-NEW,1CC01T0033,62.874,62.533,180,0,14,1,10008L,7,127,226,6,1,11,1000,1,
L301,TELIT-NPI-NEW,1CC0101334MU,52.402,69.733,0,0,14,7,70005L,5,714,235,15,2,1,1000,1,
R102,TELIT-NPI-NEW,1AA01T0501,62.679,71.403,0,0,14,3,30008R,7,327,226,13,2,4,1000,1,
R105,TELIT-NPI-NEW,1AA01T0501,53.604,62.608,180,0,14,3,30008R,8,328,226,6,1,13,1000,1,
R106,TELIT-NPI-NEW,1AA01T0501,53.78,67.138,-90,0,14,3,30008R,16,318,226,13,8,2,1000,1,
R201,TELIT-NPI-NEW,1AA01T0598,50.299,65.838,180,0,14,1,10010L,6,126,226,14,2,13,1000,1,
R202,TELIT-NPI-NEW,1AA01T0646,50.299,65.288,0,0,14,1,10009L,4,124,226,14,2,5,1000,1,
R203,TELIT-NPI-NEW,1AA01T0526,59.894,71.088,-90,0,14,3,30005L,9,311,226,11,2,16,1000,1,
R204,TELIT-NPI-NEW,1AA01T0699,62.679,70.803,180,0,14,3,30006R,3,323,226,16,2,12,1000,1,
R205,TELIT-NPI-NEW,1AA01T0699,61.829,71.103,90,0,14,3,30006R,2,322,226,16,3,14,1000,1,
R302,TELIT-NPI-NEW,1AA01T0699,54.032,70.998,0,0,14,3,30006R,4,324,226,16,1,10,1000,1,
R303,TELIT-NPI-NEW,1AA01T0699,54.032,71.553,180,0,14,3,30006R,2,322,226,15,3,14,1000,1,
R305,TELIT-NPI-NEW,1AA01T0501,52.749,65.843,0,0,14,3,30008R,16,318,226,9,2,15,1000,1,
R307,TELIT-NPI-NEW,1AA01T0501,50.149,69.698,180,0,14,3,30008R,15,317,226,14,7,4,1000,1,
RKEY,TELIT-NPI-NEW,1AA01T0755,60.679,63.503,180,0,14,3,30005R,10,312,226,11,2,15,1000,1,
U201,TELIT-NPI-NEW,1DD0800440ARH,56.539,66.808,180,0,14,9,90018,1,922,1002,13,2,1,1000,1,
U202,TELIT-NPI-NEW,1DD0101078MXS,62.559,66.913,180,0,14,7,70007L,3,722,230,8,1,5,1000,1,
U301,TELIT-NPI-NEW,1DD0101242TPK,50.699,62.978,0,0,14,7,70006L,6,711,230,12,2,4,1000,1,
U302,TELIT-NPI-NEW,1DD0101236SGM,51.777,70.918,180,0,14,7,70008L,4,723,230,12,1,7,1000,1,
U303,TELIT-NPI-NEW,1DD0101289WAY,51.959,63.298,0,0,14,5,50005L,5,525,226,14,6,2,1000,1,
Y201,TELIT-NPI-NEW,1MM0200123PSN,57.744,70.903,180,0,14,7,70005R,1,724,235,6,1,6,1000,1,
Y202,TELIT-NPI-NEW,1MM0100202TXC,58.074,62.668,0,0,14,9,90019,3,923,1551,8,1,2,1000,1,
C201,TELIT-NPI-NEW,1BB01T0564,71.381,14.605,180,0,4,5,50006L,14,516,226,6,14,2,1000,1,
C202,TELIT-NPI-NEW,1BB01T0564,80.521,15.52,180,0,4,5,50006L,16,518,226,8,16,5,1000,1,
C203,TELIT-NPI-NEW,1BB01T0564,76.239,11.15,90,0,4,5,50006L,15,517,226,3,15,2,1000,1,
C204,TELIT-NPI-NEW,1BB01T0564,81.761,13.58,180,0,4,5,50006L,16,518,226,3,16,12,1000,1,
C205,TELIT-NPI-NEW,1BB01T0564,80.511,14.905,180,0,4,5,50006L,15,517,226,7,15,7,1000,1,
C206,TELIT-NPI-NEW,1BB01T0593,81.276,18.245,180,0,4,1,10008R,16,118,226,8,2,6,1000,1,
C207,TELIT-NPI-NEW,1BB01T0593,76.396,18.37,-90,0,4,1,10008R,15,117,226,9,3,4,1000,1,
C209,TELIT-NPI-NEW,1BB01T0564,80.516,14.195,180,0,4,5,50006L,16,518,226,7,16,3,1000,1,
C210,TELIT-NPI-NEW,1BB01T0564,80.536,13.585,180,0,4,5,50006L,15,517,226,6,15,6,1000,1,
C211,TELIT-NPI-NEW,1BB01T0564,74.862,14.17,90,0,4,5,50006L,15,517,226,1,15,10,1000,1,
C212,TELIT-NPI-NEW,1BB01T0564,81.761,12.875,180,0,4,5,50006L,16,518,226,6,16,13,1000,1,
C213,TELIT-NPI-NEW,1BB01T0513,80.346,19.495,-90,0,4,1,10007R,14,116,226,3,2,4,1000,1,
C214,TELIT-NPI-NEW,1BB01T0476,78.331,12.13,0,0,4,1,10005R,1,121,226,11,2,16,1000,1,
C215,TELIT-NPI-NEW,1BB01T0476,80.316,12.13,180,0,4,1,10005R,10,112,226,8,2,11,1000,1,
C217,TELIT-NPI-NEW,1BB01T0503,83.221,16.1,90,0,4,3,30007R,13,315,226,3,7,2,1000,1,
C218,TELIT-NPI-NEW,1BB01T0503,81.896,16.52,-90,0,4,3,30007R,14,316,226,8,2,12,1000,1,
C219,TELIT-NPI-NEW,1BB01T0593,78.871,17.77,0,0,4,1,10008R,16,118,226,5,2,14,1000,1,
C220,TELIT-NPI-NEW,1BB01T0393,83.771,16.1,-90,0,4,3,30007L,13,315,226,8,2,9,1000,1,
C221,TELIT-NPI-NEW,1BB01T0465,84.267,13.483,90,0,4,3,30008L,15,317,226,6,2,10,1000,1,
C222,TELIT-NPI-NEW,1BB01T0564,80.346,18.245,-90,0,4,5,50006L,15,517,226,5,15,4,1000,1,
C223,TELIT-NPI-NEW,1BB01T0564,81.556,19.275,90,0,4,5,50006L,16,518,226,1,16,4,1000,1,
C224,TELIT-NPI-NEW,1BB01T0564,76.894,11.155,-90,0,4,5,50006L,14,516,226,5,14,2,1000,1,
C225,TELIT-NPI-NEW,1BB01T0503,83.106,11.57,90,0,4,3,30007R,14,316,226,3,8,9,1000,1,
C227,TELIT-NPI-NEW,1BB01T0303,83.106,12.895,-90,0,4,1,10007L,13,115,226,3,2,2,1000,1,
C230,TELIT-NPI-NEW,1BB01T0503,83.106,10.42,90,0,4,3,30007R,14,316,226,2,8,3,1000,1,
C301,TELIT-NPI-NEW,1BB01T0564,71.481,12.445,-90,0,4,5,50006L,16,518,226,2,16,6,1000,1,
C302,TELIT-NPI-NEW,1BB01T0513,72.081,12.445,-90,0,4,1,10007R,14,116,226,2,2,2,1000,1,
C303,TELIT-NPI-NEW,1BB01T0512,71.374,18.905,180,0,4,7,70008R,8,713,230,2,2,4,1000,1,
C304,TELIT-NPI-NEW,1BB01T0314,75.114,18.635,180,0,4,1,10006L,11,113,226,3,2,16,1000,1,
C305,TELIT-NPI-NEW,1BB01T0593,71.781,10.185,180,0,4,1,10008R,16,118,226,18,16,2,1000,1,
C306,TELIT-NPI-NEW,1BB01T0588,74.134,19.305,-90,0,4,7,70006R,6,711,230,4,2,6,1000,1,
C307,TELIT-NPI-NEW,1BB01T0564,73.141,12.27,180,0,4,5,50006L,16,518,226,4,16,12,1000,1,
C308,TELIT-NPI-NEW,1BB01T0513,72.841,10.495,90,0,4,1,10007R,14,116,226,8,2,8,1000,1,
D201,TELIT-NPI-NEW,1YY0700123WAY,71.381,15.195,180,0,4,1,10005L,9,111,226,8,2,9,1000,1,
FL201,TELIT-NPI-NEW,1LL0500430MU,82.856,17.195,180,0,4,7,70007R,7,712,230,4,2,2,1000,1,
L201,TELIT-NPI-NEW,1CC01T0015,80.496,16.22,180,0,4,1,10006R,12,114,226,3,2,14,1000,1,
L202,TELIT-NPI-NEW,1CC01T0046,83.401,14.335,180,0,4,3,30006L,11,313,226,8,2,6,1000,1,
L203,TELIT-NPI-NEW,1CC01T0027,83.407,13.783,180,0,4,1,10011L,16,118,226,15,5,14,1000,1,
L204,TELIT-NPI-NEW,1CC01T0015,81.346,16.52,-90,0,4,1,10006R,12,114,226,8,2,13,1000,1,
L205,TELIT-NPI-NEW,1CC01T0033,83.956,10.72,180,0,4,1,10008L,15,117,226,5,2,13,1000,1,
L301,TELIT-NPI-NEW,1CC0101334MU,73.484,17.92,0,0,4,7,70005L,5,714,235,11,2,2,1000,1,
R102,TELIT-NPI-NEW,1AA01T0501,83.761,19.59,0,0,4,3,30008R,15,317,226,3,7,14,1000,1,
R105,TELIT-NPI-NEW,1AA01T0501,74.686,10.795,180,0,4,3,30008R,16,318,226,1,8,10,1000,1,
R106,TELIT-NPI-NEW,1AA01T0501,74.862,15.325,-90,0,4,3,30008R,16,318,226,8,2,13,1000,1,
R201,TELIT-NPI-NEW,1AA01T0598,71.381,14.025,180,0,4,1,10010L,14,116,226,15,5,3,1000,1,
R202,TELIT-NPI-NEW,1AA01T0646,71.381,13.475,0,0,4,1,10009L,16,118,226,12,3,6,1000,1,
R203,TELIT-NPI-NEW,1AA01T0526,80.976,19.275,-90,0,4,3,30005L,9,311,226,8,2,2,1000,1,
R204,TELIT-NPI-NEW,1AA01T0699,83.761,18.99,180,0,4,3,30006R,12,314,226,8,2,8,1000,1,
R205,TELIT-NPI-NEW,1AA01T0699,82.911,19.29,90,0,4,3,30006R,12,314,226,6,2,3,1000,1,
R302,TELIT-NPI-NEW,1AA01T0699,75.114,19.185,0,0,4,3,30006R,11,313,226,14,7,16,1000,1,
R303,TELIT-NPI-NEW,1AA01T0699,75.114,19.74,180,0,4,3,30006R,12,314,226,14,8,14,1000,1,
R305,TELIT-NPI-NEW,1AA01T0501,73.831,14.03,0,0,4,3,30008R,16,318,226,4,2,7,1000,1,
R307,TELIT-NPI-NEW,1AA01T0501,71.231,17.885,180,0,4,3,30008R,15,317,226,1,7,13,1000,1,
RKEY,TELIT-NPI-NEW,1AA01T0755,81.761,11.69,180,0,4,3,30005R,10,312,226,8,2,3,1000,1,
U201,TELIT-NPI-NEW,1DD0800440ARH,77.621,14.995,180,0,4,9,90018,1,922,1002,12,2,1,1000,1,
