Board	Ref.	Pos X	Pos Y	Pos Z	Rotation	Part Number	Place Before	Gluing	Skip	Main Mark	Sub Mark	Sub Mark1	Sub Mark2	Carry Mode	Stack Target	Memo	Tag	Assign
9	C614	66.527	74.464	0.000	90.00	1BB01T0350		Yes	No	Mark1	Mark2			Arc			No	S38_1
2	C614	84.657	44.204	0.000	90.00	1BB01T0350		Yes	No	Mark1	Mark2			Arc			No	S38_1
7	C614	84.657	59.334	0.000	90.00	1BB01T0350		Yes	No	Mark1	Mark2			Arc			No	S38_1
10	C614	84.657	74.464	0.000	90.00	1BB01T0350		Yes	No	Mark1	Mark2			Arc			No	S38_1
3	C614	102.787	44.204	0.000	90.00	1BB01T0350		Yes	No	Mark1	Mark2			Arc			No	S38_1
6	C614	102.787	59.334	0.000	90.00	1BB01T0350		Yes	No	Mark1	Mark2			Arc			No	S38_1
11	C614	102.787	74.464	0.000	90.00	1BB01T0350		Yes	No	Mark1	Mark2			Arc			No	S38_1
4	C614	120.917	44.204	0.000	90.00	1BB01T0350		Yes	No	Mark1	Mark2			Arc			No	S38_1
5	C614	120.917	59.334	0.000	90.00	1BB01T0350		Yes	No	Mark1	Mark2			Arc			No	S38_1
12	C614	120.917	74.464	0.000	90.00	1BB01T0350		Yes	No	Mark1	Mark2			Arc			No	S38_1
1	C619	65.174	41.079	0.000	90.00	1BB01T0576		Yes	No	Mark1	Mark2			Arc			No	S38_1
8	C619	65.174	56.209	0.000	90.00	1BB01T0576		Yes	No	Mark1	Mark2			Arc			No	S38_1
9	C619	65.174	71.339	0.000	90.00	1BB01T0576		Yes	No	Mark1	Mark2			Arc			No	S38_1
2	C619	83.304	41.079	0.000	90.00	1BB01T0576		Yes	No	Mark1	Mark2			Arc			No	S38_1
7	C619	83.304	56.209	0.000	90.00	1BB01T0576		Yes	No	Mark1	Mark2			Arc			No	S38_1
10	C619	83.304	71.339	0.000	90.00	1BB01T0576		Yes	No	Mark1	Mark2			Arc			No	S38_1
3	C619	101.434	41.079	0.000	90.00	1BB01T0576		Yes	No	Mark1	Mark2			Arc			No	S38_1
6	C619	101.434	56.209	0.000	90.00	1BB01T0576		Yes	No	Mark1	Mark2			Arc			No	S38_1
11	C619	101.434	71.339	0.000	90.00	1BB01T0576		Yes	No	Mark1	Mark2			Arc			No	S38_1
4	C619	119.564	41.079	0.000	90.00	1BB01T0576		Yes	No	Mark1	Mark2			Arc			No	S38_1
5	C619	119.564	56.209	0.000	90.00	1BB01T0576		Yes	No	Mark1	Mark2			Arc			No	S38_1
12	C619	119.564	71.339	0.000	90.00	1BB01T0576		Yes	No	Mark1	Mark2			Arc			No	S38_1
1	FL502	61.122	45.185	0.000	0.00	1LL0300074MU		Yes	No	Mark1	Mark2			Arc			No	S38_1
8	FL502	61.122	60.315	0.000	0.00	1LL0300074MU		Yes	No	Mark1	Mark2			Arc			No	S38_1
9	FL502	61.122	75.445	0.000	0.00	1LL0300074MU		Yes	No	Mark1	Mark2			Arc			No	S38_1
2	FL502	79.252	45.185	0.000	0.00	1LL0300074MU		Yes	No	Mark1	Mark2			Arc			No	S38_1
7	FL502	79.252	60.315	0.000	0.00	1LL0300074MU		Yes	No	Mark1	Mark2			Arc			No	S38_1
10	FL502	79.252	75.445	0.000	0.00	1LL0300074MU		Yes	No	Mark1	Mark2			Arc			No	S38_1
3	FL502	97.382	45.185	0.000	0.00	1LL0300074MU		Yes	No	Mark1	Mark2			Arc			No	S38_1
6	FL502	97.382	60.315	0.000	0.00	1LL0300074MU		Yes	No	Mark1	Mark2			Arc			No	S38_1
11	FL502	97.382	75.445	0.000	0.00	1LL0300074MU		Yes	No	Mark1	Mark2			Arc			No	S38_1
4	FL502	115.512	45.185	0.000	0.00	1LL0300074MU		Yes	No	Mark1	Mark2			Arc			No	S38_1
5	FL502	115.512	60.315	0.000	0.00	1LL0300074MU		Yes	No	Mark1	Mark2			Arc			No	S38_1
12	FL502	115.512	75.445	0.000	0.00	1LL0300074MU		Yes	No	Mark1	Mark2			Arc			No	S38_1
1	FL503	61.122	46.065	0.000	0.00	1LL0300075MU		Yes	No	Mark1	Mark2			Arc			No	S38_1
8	FL503	61.122	61.195	0.000	0.00	1LL0300075MU		Yes	No	Mark1	Mark2			Arc			No	S38_1
9	FL503	61.122	76.325	0.000	0.00	1LL0300075MU		Yes	No	Mark1	Mark2			Arc			No	S38_1
2	FL503	79.252	46.065	0.000	0.00	1LL0300075MU		Yes	No	Mark1	Mark2			Arc			No	S38_1
7	FL503	79.252	61.195	0.000	0.00	1LL0300075MU		Yes	No	Mark1	Mark2			Arc			No	S38_1
10	FL503	79.252	76.325	0.000	0.00	1LL0300075MU		Yes	No	Mark1	Mark2			Arc			No	S38_1
3	FL503	97.382	46.065	0.000	0.00	1LL0300075MU		Yes	No	Mark1	Mark2			Arc			No	S38_1
6	FL503	97.382	61.195	0.000	0.00	1LL0300075MU		Yes	No	Mark1	Mark2			Arc			No	S38_1
11	FL503	97.382	76.325	0.000	0.00	1LL0300075MU		Yes	No	Mark1	Mark2			Arc			No	S38_1
4	FL503	115.512	46.065	0.000	0.00	1LL0300075MU		Yes	No	Mark1	Mark2			Arc			No	S38_1
5	FL503	115.512	61.195	0.000	0.00	1LL0300075MU		Yes	No	Mark1	Mark2			Arc			No	S38_1
12	FL503	115.512	76.325	0.000	0.00	1LL0300075MU		Yes	No	Mark1	Mark2			Arc			No	S38_1
1	L201	55.302	40.545	0.000	0.00	1CC0101242INP		Yes	No	Mark1	Mark2			Arc			No	S38_2
8	L201	55.302	55.675	0.000	0.00	1CC0101242INP		Yes	No	Mark1	Mark2			Arc			No	S38_2
9	L201	55.302	70.805	0.000	0.00	1CC0101242INP		Yes	No	Mark1	Mark2			Arc			No	S38_2
2	L201	73.432	40.545	0.000	0.00	1CC0101242INP		Yes	No	Mark1	Mark2			Arc			No	S38_2
7	L201	73.432	55.675	0.000	0.00	1CC0101242INP		Yes	No	Mark1	Mark2			Arc			No	S38_2
10	L201	73.432	70.805	0.000	0.00	1CC0101242INP		Yes	No	Mark1	Mark2			Arc			No	S38_2
3	L201	91.562	40.545	0.000	0.00	1CC0101242INP		Yes	No	Mark1	Mark2			Arc			No	S38_2
6	L201	91.562	55.675	0.000	0.00	1CC0101242INP		Yes	No	Mark1	Mark2			Arc			No	S38_2
11	L201	91.562	70.805	0.000	0.00	1CC0101242INP		Yes	No	Mark1	Mark2			Arc			No	S38_2
4	L201	109.692	40.545	0.000	0.00	1CC0101242INP		Yes	No	Mark1	Mark2			Arc			No	S38_2
5	L201	109.692	55.675	0.000	0.00	1CC0101242INP		Yes	No	Mark1	Mark2			Arc			No	S38_2
12	L201	109.692	70.805	0.000	0.00	1CC0101242INP		Yes	No	Mark1	Mark2			Arc			No	S38_2
1	L202	51.817	42.033	0.000	270.00	1CC0101242INP		Yes	No	Mark1	Mark2			Arc			No	S38_2
8	L202	51.817	57.163	0.000	270.00	1CC0101242INP		Yes	No	Mark1	Mark2			Arc			No	S38_2
9	L202	51.817	72.293	0.000	270.00	1CC0101242INP		Yes	No	Mark1	Mark2			Arc			No	S38_2
2	L202	69.947	42.033	0.000	270.00	1CC0101242INP		Yes	No	Mark1	Mark2			Arc			No	S38_2
7	L202	69.947	57.163	0.000	270.00	1CC0101242INP		Yes	No	Mark1	Mark2			Arc			No	S38_2
10	L202	69.947	72.293	0.000	270.00	1CC0101242INP		Yes	No	Mark1	Mark2			Arc			No	S38_2
3	L202	88.077	42.033	0.000	270.00	1CC0101242INP		Yes	No	Mark1	Mark2			Arc			No	S38_2
6	L202	88.077	57.163	0.000	270.00	1CC0101242INP		Yes	No	Mark1	Mark2			Arc			No	S38_2
11	L202	88.077	72.293	0.000	270.00	1CC0101242INP		Yes	No	Mark1	Mark2			Arc			No	S38_2
4	L202	106.207	42.033	0.000	270.00	1CC0101242INP		Yes	No	Mark1	Mark2			Arc			No	S38_2
5	L202	106.207	57.163	0.000	270.00	1CC0101242INP		Yes	No	Mark1	Mark2			Arc			No	S38_2
12	L202	106.207	72.293	0.000	270.00	1CC0101242INP		Yes	No	Mark1	Mark2			Arc			No	S38_2
1	L203	51.082	39.942	0.000	270.00	1CC0101081MU		Yes	No	Mark1	Mark2			Arc			No	S38_1
8	L203	51.082	55.072	0.000	270.00	1CC0101081MU		Yes	No	Mark1	Mark2			Arc			No	S38_1
9	L203	51.082	70.202	0.000	270.00	1CC0101081MU		Yes	No	Mark1	Mark2			Arc			No	S38_1
2	L203	69.212	39.942	0.000	270.00	1CC0101081MU		Yes	No	Mark1	Mark2			Arc			No	S38_1
7	L203	69.212	55.072	0.000	270.00	1CC0101081MU		Yes	No	Mark1	Mark2			Arc			No	S38_1
10	L203	69.212	70.202	0.000	270.00	1CC0101081MU		Yes	No	Mark1	Mark2			Arc			No	S38_1
3	L203	87.342	39.942	0.000	270.00	1CC0101081MU		Yes	No	Mark1	Mark2			Arc			No	S38_1
6	L203	87.342	55.072	0.000	270.00	1CC0101081MU		Yes	No	Mark1	Mark2			Arc			No	S38_1
11	L203	87.342	70.202	0.000	270.00	1CC0101081MU		Yes	No	Mark1	Mark2			Arc			No	S38_1
4	L203	105.472	39.942	0.000	270.00	1CC0101081MU		Yes	No	Mark1	Mark2			Arc			No	S38_1
5	L203	105.472	55.072	0.000	270.00	1CC0101081MU		Yes	No	Mark1	Mark2			Arc			No	S38_1
12	L203	105.472	70.202	0.000	270.00	1CC0101081MU		Yes	No	Mark1	Mark2			Arc			No	S38_1
1	L502	62.601	46.442	0.000	270.00	1CC01T0027		Yes	No	Mark1	Mark2			Arc			No	S38_1
8	L502	62.601	61.572	0.000	270.00	1CC01T0027		Yes	No	Mark1	Mark2			Arc			No	S38_1
9	L502	62.601	76.702	0.000	270.00	1CC01T0027		Yes	No	Mark1	Mark2			Arc			No	S38_1
2	L502	80.731	46.442	0.000	270.00	1CC01T0027		Yes	No	Mark1	Mark2			Arc			No	S38_1
7	L502	80.731	61.572	0.000	270.00	1CC01T0027		Yes	No	Mark1	Mark2			Arc			No	S38_1
10	L502	80.731	76.702	0.000	270.00	1CC01T0027		Yes	No	Mark1	Mark2			Arc			No	S38_1
3	L502	98.861	46.442	0.000	270.00	1CC01T0027		Yes	No	Mark1	Mark2			Arc			No	S38_1
6	L502	98.861	61.572	0.000	270.00	1CC01T0027		Yes	No	Mark1	Mark2			Arc			No	S38_1
11	L502	98.861	76.702	0.000	270.00	1CC01T0027		Yes	No	Mark1	Mark2			Arc			No	S38_1
4	L502	116.991	46.442	0.000	270.00	1CC01T0027		Yes	No	Mark1	Mark2			Arc			No	S38_1
5	L502	116.991	61.572	0.000	270.00	1CC01T0027		Yes	No	Mark1	Mark2			Arc			No	S38_1
12	L502	116.991	76.702	0.000	270.00	1CC01T0027		Yes	No	Mark1	Mark2			Arc			No	S38_1
1	L601	66.458	49.510	0.000	90.00	1CC01T0032		Yes	No	Mark1	Mark2			Arc			No	S38_1
8	L601	66.458	64.640	0.000	90.00	1CC01T0032		Yes	No	Mark1	Mark2			Arc			No	S38_1
9	L601	66.458	79.770	0.000	90.00	1CC01T0032		Yes	No	Mark1	Mark2			Arc			No	S38_1
2	L601	84.588	49.510	0.000	90.00	1CC01T0032		Yes	No	Mark1	Mark2			Arc			No	S38_1
7	L601	84.588	64.640	0.000	90.00	1CC01T0032		Yes	No	Mark1	Mark2			Arc			No	S38_1
10	L601	84.588	79.770	0.000	90.00	1CC01T0032		Yes	No	Mark1	Mark2			Arc			No	S38_1
3	L601	102.718	49.510	0.000	90.00	1CC01T0032		Yes	No	Mark1	Mark2			Arc			No	S38_1
6	L601	102.718	64.640	0.000	90.00	1CC01T0032		Yes	No	Mark1	Mark2			Arc			No	S38_1
11	L601	102.718	79.770	0.000	90.00	1CC01T0032		Yes	No	Mark1	Mark2			Arc			No	S38_1
4	L601	120.848	49.510	0.000	90.00	1CC01T0032		Yes	No	Mark1	Mark2			Arc			No	S38_1
5	L601	120.848	64.640	0.000	90.00	1CC01T0032		Yes	No	Mark1	Mark2			Arc			No	S38_1
12	L601	120.848	79.770	0.000	90.00	1CC01T0032		Yes	No	Mark1	Mark2			Arc			No	S38_1
1	L602	61.062	43.914	0.000	0.00	1CC01T0013		Yes	No	Mark1	Mark2			Arc			No	S38_1
8	L602	61.062	59.044	0.000	0.00	1CC01T0013		Yes	No	Mark1	Mark2			Arc			No	S38_1
9	L602	61.062	74.174	0.000	0.00	1CC01T0013		Yes	No	Mark1	Mark2			Arc			No	S38_1
2	L602	79.192	43.914	0.000	0.00	1CC01T0013		Yes	No	Mark1	Mark2			Arc			No	S38_1
7	L602	79.192	59.044	0.000	0.00	1CC01T0013		Yes	No	Mark1	Mark2			Arc			No	S38_1
10	L602	79.192	74.174	0.000	0.00	1CC01T0013		Yes	No	Mark1	Mark2			Arc			No	S38_1
3	L602	97.322	43.914	0.000	0.00	1CC01T0013		Yes	No	Mark1	Mark2			Arc			No	S38_1
6	L602	97.322	59.044	0.000	0.00	1CC01T0013		Yes	No	Mark1	Mark2			Arc			No	S38_1
11	L602	97.322	74.174	0.000	0.00	1CC01T0013		Yes	No	Mark1	Mark2			Arc			No	S38_1
4	L602	115.452	43.914	0.000	0.00	1CC01T0013		Yes	No	Mark1	Mark2			Arc			No	S38_1
5	L602	115.452	59.044	0.000	0.00	1CC01T0013		Yes	No	Mark1	Mark2			Arc			No	S38_1
12	L602	115.452	74.174	0.000	0.00	1CC01T0013		Yes	No	Mark1	Mark2			Arc			No	S38_1
1	L603	63.087	40.278	0.000	0.00	1CC01T0015		Yes	No	Mark1	Mark2			Arc			No	S38_1
8	L603	63.087	55.408	0.000	0.00	1CC01T0015		Yes	No	Mark1	Mark2			Arc			No	S38_1
9	L603	63.087	70.538	0.000	0.00	1CC01T0015		Yes	No	Mark1	Mark2			Arc			No	S38_1
2	L603	81.217	40.278	0.000	0.00	1CC01T0015		Yes	No	Mark1	Mark2			Arc			No	S38_1
7	L603	81.217	55.408	0.000	0.00	1CC01T0015		Yes	No	Mark1	Mark2			Arc			No	S38_1
10	L603	81.217	70.538	0.000	0.00	1CC01T0015		Yes	No	Mark1	Mark2			Arc			No	S38_1
3	L603	99.347	40.278	0.000	0.00	1CC01T0015		Yes	No	Mark1	Mark2			Arc			No	S38_1
6	L603	99.347	55.408	0.000	0.00	1CC01T0015		Yes	No	Mark1	Mark2			Arc			No	S38_1
11	L603	99.347	70.538	0.000	0.00	1CC01T0015		Yes	No	Mark1	Mark2			Arc			No	S38_1
4	L603	117.477	40.278	0.000	0.00	1CC01T0015		Yes	No	Mark1	Mark2			Arc			No	S38_1
5	L603	117.477	55.408	0.000	0.00	1CC01T0015		Yes	No	Mark1	Mark2			Arc			No	S38_1
12	L603	117.477	70.538	0.000	0.00	1CC01T0015		Yes	No	Mark1	Mark2			Arc			No	S38_1
1	R202	51.670	47.643	0.000	270.00	1AA01T0501		Yes	No	Mark1	Mark2			Arc			No	S38_1
8	R202	51.670	62.773	0.000	270.00	1AA01T0501		Yes	No	Mark1	Mark2			Arc			No	S38_1
9	R202	51.670	77.903	0.000	270.00	1AA01T0501		Yes	No	Mark1	Mark2			Arc			No	S38_1
2	R202	69.800	47.643	0.000	270.00	1AA01T0501		Yes	No	Mark1	Mark2			Arc			No	S38_1
7	R202	69.800	62.773	0.000	270.00	1AA01T0501		Yes	No	Mark1	Mark2			Arc			No	S38_1
10	R202	69.800	77.903	0.000	270.00	1AA01T0501		Yes	No	Mark1	Mark2			Arc			No	S38_1
3	R202	87.930	47.643	0.000	270.00	1AA01T0501		Yes	No	Mark1	Mark2			Arc			No	S38_1
6	R202	87.930	62.773	0.000	270.00	1AA01T0501		Yes	No	Mark1	Mark2			Arc			No	S38_1
11	R202	87.930	77.903	0.000	270.00	1AA01T0501		Yes	No	Mark1	Mark2			Arc			No	S38_1
4	R202	106.060	47.643	0.000	270.00	1AA01T0501		Yes	No	Mark1	Mark2			Arc			No	S38_1
5	R202	106.060	62.773	0.000	270.00	1AA01T0501		Yes	No	Mark1	Mark2			Arc			No	S38_1
12	R202	106.060	77.903	0.000	270.00	1AA01T0501		Yes	No	Mark1	Mark2			Arc			No	S38_1
1	R203	58.975	40.654	0.000	90.00	1AA01T0646		Yes	No	Mark1	Mark2			Arc			No	S38_1
8	R203	58.975	55.784	0.000	90.00	1AA01T0646		Yes	No	Mark1	Mark2			Arc			No	S38_1
9	R203	58.975	70.914	0.000	90.00	1AA01T0646		Yes	No	Mark1	Mark2			Arc			No	S38_1
2	R203	77.105	40.654	0.000	90.00	1AA01T0646		Yes	No	Mark1	Mark2			Arc			No	S38_1
7	R203	77.105	55.784	0.000	90.00	1AA01T0646		Yes	No	Mark1	Mark2			Arc			No	S38_1
10	R203	77.105	70.914	0.000	90.00	1AA01T0646		Yes	No	Mark1	Mark2			Arc			No	S38_1
3	R203	95.235	40.654	0.000	90.00	1AA01T0646		Yes	No	Mark1	Mark2			Arc			No	S38_1
6	R203	95.235	55.784	0.000	90.00	1AA01T0646		Yes	No	Mark1	Mark2			Arc			No	S38_1
11	R203	95.235	70.914	0.000	90.00	1AA01T0646		Yes	No	Mark1	Mark2			Arc			No	S38_1
4	R203	113.365	40.654	0.000	90.00	1AA01T0646		Yes	No	Mark1	Mark2			Arc			No	S38_1
5	R203	113.365	55.784	0.000	90.00	1AA01T0646		Yes	No	Mark1	Mark2			Arc			No	S38_1
12	R203	113.365	70.914	0.000	90.00	1AA01T0646		Yes	No	Mark1	Mark2			Arc			No	S38_1
1	R204	56.113	42.324	0.000	270.00	1AA01T0646		Yes	No	Mark1	Mark2			Arc			No	S38_1
8	R204	56.113	57.454	0.000	270.00	1AA01T0646		Yes	No	Mark1	Mark2			Arc			No	S38_1
9	R204	56.113	72.584	0.000	270.00	1AA01T0646		Yes	No	Mark1	Mark2			Arc			No	S38_1
2	R204	74.243	42.324	0.000	270.00	1AA01T0646		Yes	No	Mark1	Mark2			Arc			No	S38_1
7	R204	74.243	57.454	0.000	270.00	1AA01T0646		Yes	No	Mark1	Mark2			Arc			No	S38_1
10	R204	74.243	72.584	0.000	270.00	1AA01T0646		Yes	No	Mark1	Mark2			Arc			No	S38_1
3	R204	92.373	42.324	0.000	270.00	1AA01T0646		Yes	No	Mark1	Mark2			Arc			No	S38_1
6	R204	92.373	57.454	0.000	270.00	1AA01T0646		Yes	No	Mark1	Mark2			Arc			No	S38_1
11	R204	92.373	72.584	0.000	270.00	1AA01T0646		Yes	No	Mark1	Mark2			Arc			No	S38_1
4	R204	110.503	42.324	0.000	270.00	1AA01T0646		Yes	No	Mark1	Mark2			Arc			No	S38_1
5	R204	110.503	57.454	0.000	270.00	1AA01T0646		Yes	No	Mark1	Mark2			Arc			No	S38_1
12	R204	110.503	72.584	0.000	270.00	1AA01T0646		Yes	No	Mark1	Mark2			Arc			No	S38_1
1	R205	57.558	50.361	0.000	0.00	1AA01T0501		Yes	No	Mark1	Mark2			Arc			No	S38_1
8	R205	57.558	65.491	0.000	0.00	1AA01T0501		Yes	No	Mark1	Mark2			Arc			No	S38_1
9	R205	57.558	80.621	0.000	0.00	1AA01T0501		Yes	No	Mark1	Mark2			Arc			No	S38_1
2	R205	75.688	50.361	0.000	0.00	1AA01T0501		Yes	No	Mark1	Mark2			Arc			No	S38_1
7	R205	75.688	65.491	0.000	0.00	1AA01T0501		Yes	No	Mark1	Mark2			Arc			No	S38_1
10	R205	75.688	80.621	0.000	0.00	1AA01T0501		Yes	No	Mark1	Mark2			Arc			No	S38_1
3	R205	93.818	50.361	0.000	0.00	1AA01T0501		Yes	No	Mark1	Mark2			Arc			No	S38_1
6	R205	93.818	65.491	0.000	0.00	1AA01T0501		Yes	No	Mark1	Mark2			Arc			No	S38_1
11	R205	93.818	80.621	0.000	0.00	1AA01T0501		Yes	No	Mark1	Mark2			Arc			No	S38_1
4	R205	111.948	50.361	0.000	0.00	1AA01T0501		Yes	No	Mark1	Mark2			Arc			No	S38_1
5	R205	111.948	65.491	0.000	0.00	1AA01T0501		Yes	No	Mark1	Mark2			Arc			No	S38_1
12	R205	111.948	80.621	0.000	0.00	1AA01T0501		Yes	No	Mark1	Mark2			Arc			No	S38_1
1	R208	60.088	40.654	0.000	90.00	1AA01T0501		Yes	No	Mark1	Mark2			Arc			No	S38_1
8	R208	60.088	55.784	0.000	90.00	1AA01T0501		Yes	No	Mark1	Mark2			Arc			No	S38_1
9	R208	60.088	70.914	0.000	90.00	1AA01T0501		Yes	No	Mark1	Mark2			Arc			No	S38_1
2	R208	78.218	40.654	0.000	90.00	1AA01T0501		Yes	No	Mark1	Mark2			Arc			No	S38_1
7	R208	78.218	55.784	0.000	90.00	1AA01T0501		Yes	No	Mark1	Mark2			Arc			No	S38_1
10	R208	78.218	70.914	0.000	90.00	1AA01T0501		Yes	No	Mark1	Mark2			Arc			No	S38_1
3	R208	96.348	40.654	0.000	90.00	1AA01T0501		Yes	No	Mark1	Mark2			Arc			No	S38_1
6	R208	96.348	55.784	0.000	90.00	1AA01T0501		Yes	No	Mark1	Mark2			Arc			No	S38_1
11	R208	96.348	70.914	0.000	90.00	1AA01T0501		Yes	No	Mark1	Mark2			Arc			No	S38_1
4	R208	114.478	40.654	0.000	90.00	1AA01T0501		Yes	No	Mark1	Mark2			Arc			No	S38_1
5	R208	114.478	55.784	0.000	90.00	1AA01T0501		Yes	No	Mark1	Mark2			Arc			No	S38_1
12	R208	114.478	70.914	0.000	90.00	1AA01T0501		Yes	No	Mark1	Mark2			Arc			No	S38_1
1	R209	59.532	40.654	0.000	90.00	1AA01T0501		Yes	No	Mark1	Mark2			Arc			No	S38_1
8	R209	59.532	55.784	0.000	90.00	1AA01T0501		Yes	No	Mark1	Mark2			Arc			No	S38_1
9	R209	59.532	70.914	0.000	90.00	1AA01T0501		Yes	No	Mark1	Mark2			Arc			No	S38_1
2	R209	77.662	40.654	0.000	90.00	1AA01T0501		Yes	No	Mark1	Mark2			Arc			No	S38_1
7	R209	77.662	55.784	0.000	90.00	1AA01T0501		Yes	No	Mark1	Mark2			Arc			No	S38_1
10	R209	77.662	70.914	0.000	90.00	1AA01T0501		Yes	No	Mark1	Mark2			Arc			No	S38_1
3	R209	95.792	40.654	0.000	90.00	1AA01T0501		Yes	No	Mark1	Mark2			Arc			No	S38_1
6	R209	95.792	55.784	0.000	90.00	1AA01T0501		Yes	No	Mark1	Mark2			Arc			No	S38_1
11	R209	95.792	70.914	0.000	90.00	1AA01T0501		Yes	No	Mark1	Mark2			Arc			No	S38_1
4	R209	113.922	40.654	0.000	90.00	1AA01T0501		Yes	No	Mark1	Mark2			Arc			No	S38_1
5	R209	113.922	55.784	0.000	90.00	1AA01T0501		Yes	No	Mark1	Mark2			Arc			No	S38_1
12	R209	113.922	70.914	0.000	90.00	1AA01T0501		Yes	No	Mark1	Mark2			Arc			No	S38_1
1	R210	59.793	39.795	0.000	180.00	1AA01T0590		Yes	No	Mark1	Mark2			Arc			No	S38_1
8	R210	59.793	54.925	0.000	180.00	1AA01T0590		Yes	No	Mark1	Mark2			Arc			No	S38_1
9	R210	59.793	70.055	0.000	180.00	1AA01T0590		Yes	No	Mark1	Mark2			Arc			No	S38_1
2	R210	77.923	39.795	0.000	180.00	1AA01T0590		Yes	No	Mark1	Mark2			Arc			No	S38_1
7	R210	77.923	54.925	0.000	180.00	1AA01T0590		Yes	No	Mark1	Mark2			Arc			No	S38_1
10	R210	77.923	70.055	0.000	180.00	1AA01T0590		Yes	No	Mark1	Mark2			Arc			No	S38_1
3	R210	96.053	39.795	0.000	180.00	1AA01T0590		Yes	No	Mark1	Mark2			Arc			No	S38_1
6	R210	96.053	54.925	0.000	180.00	1AA01T0590		Yes	No	Mark1	Mark2			Arc			No	S38_1
11	R210	96.053	70.055	0.000	180.00	1AA01T0590		Yes	No	Mark1	Mark2			Arc			No	S38_1
4	R210	114.183	39.795	0.000	180.00	1AA01T0590		Yes	No	Mark1	Mark2			Arc			No	S38_1
5	R210	114.183	54.925	0.000	180.00	1AA01T0590		Yes	No	Mark1	Mark2			Arc			No	S38_1
12	R210	114.183	70.055	0.000	180.00	1AA01T0590		Yes	No	Mark1	Mark2			Arc			No	S38_1
1	R211	53.516	40.283	0.000	180.00	1AA01T0670		Yes	No	Mark1	Mark2			Arc			No	S38_1
8	R211	53.516	55.413	0.000	180.00	1AA01T0670		Yes	No	Mark1	Mark2			Arc			No	S38_1
9	R211	53.516	70.543	0.000	180.00	1AA01T0670		Yes	No	Mark1	Mark2			Arc			No	S38_1
2	R211	71.646	40.283	0.000	180.00	1AA01T0670		Yes	No	Mark1	Mark2			Arc			No	S38_1
7	R211	71.646	55.413	0.000	180.00	1AA01T0670		Yes	No	Mark1	Mark2			Arc			No	S38_1
10	R211	71.646	70.543	0.000	180.00	1AA01T0670		Yes	No	Mark1	Mark2			Arc			No	S38_1
3	R211	89.776	40.283	0.000	180.00	1AA01T0670		Yes	No	Mark1	Mark2			Arc			No	S38_1
6	R211	89.776	55.413	0.000	180.00	1AA01T0670		Yes	No	Mark1	Mark2			Arc			No	S38_1
11	R211	89.776	70.543	0.000	180.00	1AA01T0670		Yes	No	Mark1	Mark2			Arc			No	S38_1
4	R211	107.906	40.283	0.000	180.00	1AA01T0670		Yes	No	Mark1	Mark2			Arc			No	S38_1
5	R211	107.906	55.413	0.000	180.00	1AA01T0670		Yes	No	Mark1	Mark2			Arc			No	S38_1
12	R211	107.906	70.543	0.000	180.00	1AA01T0670		Yes	No	Mark1	Mark2			Arc			No	S38_1
1	R301	57.500	52.076	0.000	0.00	1AA01T0590		Yes	No	Mark1	Mark2			Arc			No	S38_1
8	R301	57.500	67.206	0.000	0.00	1AA01T0590		Yes	No	Mark1	Mark2			Arc			No	S38_1
9	R301	57.500	82.336	0.000	0.00	1AA01T0590		Yes	No	Mark1	Mark2			Arc			No	S38_1
2	R301	75.630	52.076	0.000	0.00	1AA01T0590		Yes	No	Mark1	Mark2			Arc			No	S38_1
7	R301	75.630	67.206	0.000	0.00	1AA01T0590		Yes	No	Mark1	Mark2			Arc			No	S38_1
10	R301	75.630	82.336	0.000	0.00	1AA01T0590		Yes	No	Mark1	Mark2			Arc			No	S38_1
3	R301	93.760	52.076	0.000	0.00	1AA01T0590		Yes	No	Mark1	Mark2			Arc			No	S38_1
6	R301	93.760	67.206	0.000	0.00	1AA01T0590		Yes	No	Mark1	Mark2			Arc			No	S38_1
11	R301	93.760	82.336	0.000	0.00	1AA01T0590		Yes	No	Mark1	Mark2			Arc			No	S38_1
4	R301	111.890	52.076	0.000	0.00	1AA01T0590		Yes	No	Mark1	Mark2			Arc			No	S38_1
5	R301	111.890	67.206	0.000	0.00	1AA01T0590		Yes	No	Mark1	Mark2			Arc			No	S38_1
12	R301	111.890	82.336	0.000	0.00	1AA01T0590		Yes	No	Mark1	Mark2			Arc			No	S38_1
1	R302	58.355	48.421	0.000	90.00	1AA01T0590		Yes	No	Mark1	Mark2			Arc			No	S38_1
8	R302	58.355	63.551	0.000	90.00	1AA01T0590		Yes	No	Mark1	Mark2			Arc			No	S38_1
9	R302	58.355	78.681	0.000	90.00	1AA01T0590		Yes	No	Mark1	Mark2			Arc			No	S38_1
2	R302	76.485	48.421	0.000	90.00	1AA01T0590		Yes	No	Mark1	Mark2			Arc			No	S38_1
7	R302	76.485	63.551	0.000	90.00	1AA01T0590		Yes	No	Mark1	Mark2			Arc			No	S38_1
10	R302	76.485	78.681	0.000	90.00	1AA01T0590		Yes	No	Mark1	Mark2			Arc			No	S38_1
3	R302	94.615	48.421	0.000	90.00	1AA01T0590		Yes	No	Mark1	Mark2			Arc			No	S38_1
6	R302	94.615	63.551	0.000	90.00	1AA01T0590		Yes	No	Mark1	Mark2			Arc			No	S38_1
