Board	Ref.	Pos X	Pos Y	Pos Z	Rotation	Part Number	Place Before	Gluing	Skip	Main Mark	Sub Mark	Sub Mark1	Sub Mark2	Carry Mode	Stack Target	Memo	Tag	Assign
3	C220	92.954	42.318	0.000	90.00	1BB01T0416		Yes	No	Mark1	Mark2			Arc			No	S38_1
6	C220	92.954	57.448	0.000	90.00	1BB01T0416		Yes	No	Mark1	Mark2			Arc			No	S38_1
11	C220	92.954	72.578	0.000	90.00	1BB01T0416		Yes	No	Mark1	Mark2			Arc			No	S38_1
4	C220	111.084	42.318	0.000	90.00	1BB01T0416		Yes	No	Mark1	Mark2			Arc			No	S38_1
5	C220	111.084	57.448	0.000	90.00	1BB01T0416		Yes	No	Mark1	Mark2			Arc			No	S38_1
12	C220	111.084	72.578	0.000	90.00	1BB01T0416		Yes	No	Mark1	Mark2			Arc			No	S38_1
1	C221	53.096	46.784	0.000	0.00	1BB01T0448		Yes	No	Mark1	Mark2			Arc			No	S38_1
8	C221	53.096	61.914	0.000	0.00	1BB01T0448		Yes	No	Mark1	Mark2			Arc			No	S38_1
9	C221	53.096	77.044	0.000	0.00	1BB01T0448		Yes	No	Mark1	Mark2			Arc			No	S38_1
2	C221	71.226	46.784	0.000	0.00	1BB01T0448		Yes	No	Mark1	Mark2			Arc			No	S38_1
7	C221	71.226	61.914	0.000	0.00	1BB01T0448		Yes	No	Mark1	Mark2			Arc			No	S38_1
10	C221	71.226	77.044	0.000	0.00	1BB01T0448		Yes	No	Mark1	Mark2			Arc			No	S38_1
3	C221	89.356	46.784	0.000	0.00	1BB01T0448		Yes	No	Mark1	Mark2			Arc			No	S38_1
6	C221	89.356	61.914	0.000	0.00	1BB01T0448		Yes	No	Mark1	Mark2			Arc			No	S38_1
11	C221	89.356	77.044	0.000	0.00	1BB01T0448		Yes	No	Mark1	Mark2			Arc			No	S38_1
4	C221	107.486	46.784	0.000	0.00	1BB01T0448		Yes	No	Mark1	Mark2			Arc			No	S38_1
5	C221	107.486	61.914	0.000	0.00	1BB01T0448		Yes	No	Mark1	Mark2			Arc			No	S38_1
12	C221	107.486	77.044	0.000	0.00	1BB01T0448		Yes	No	Mark1	Mark2			Arc			No	S38_1
1	C222	58.056	42.130	0.000	0.00	1BB01T0503		Yes	No	Mark1	Mark2			Arc			No	S38_1
8	C222	58.056	57.260	0.000	0.00	1BB01T0503		Yes	No	Mark1	Mark2			Arc			No	S38_1
9	C222	58.056	72.390	0.000	0.00	1BB01T0503		Yes	No	Mark1	Mark2			Arc			No	S38_1
2	C222	76.186	42.130	0.000	0.00	1BB01T0503		Yes	No	Mark1	Mark2			Arc			No	S38_1
7	C222	76.186	57.260	0.000	0.00	1BB01T0503		Yes	No	Mark1	Mark2			Arc			No	S38_1
10	C222	76.186	72.390	0.000	0.00	1BB01T0503		Yes	No	Mark1	Mark2			Arc			No	S38_1
3	C222	94.316	42.130	0.000	0.00	1BB01T0503		Yes	No	Mark1	Mark2			Arc			No	S38_1
6	C222	94.316	57.260	0.000	0.00	1BB01T0503		Yes	No	Mark1	Mark2			Arc			No	S38_1
11	C222	94.316	72.390	0.000	0.00	1BB01T0503		Yes	No	Mark1	Mark2			Arc			No	S38_1
4	C222	112.446	42.130	0.000	0.00	1BB01T0503		Yes	No	Mark1	Mark2			Arc			No	S38_1
5	C222	112.446	57.260	0.000	0.00	1BB01T0503		Yes	No	Mark1	Mark2			Arc			No	S38_1
12	C222	112.446	72.390	0.000	0.00	1BB01T0503		Yes	No	Mark1	Mark2			Arc			No	S38_1
1	C401	55.366	50.393	0.000	270.00	1BB01T0448		Yes	No	Mark1	Mark2			Arc			No	S38_1
8	C401	55.366	65.523	0.000	270.00	1BB01T0448		Yes	No	Mark1	Mark2			Arc			No	S38_1
9	C401	55.366	80.653	0.000	270.00	1BB01T0448		Yes	No	Mark1	Mark2			Arc			No	S38_1
2	C401	73.496	50.393	0.000	270.00	1BB01T0448		Yes	No	Mark1	Mark2			Arc			No	S38_1
7	C401	73.496	65.523	0.000	270.00	1BB01T0448		Yes	No	Mark1	Mark2			Arc			No	S38_1
10	C401	73.496	80.653	0.000	270.00	1BB01T0448		Yes	No	Mark1	Mark2			Arc			No	S38_1
3	C401	91.626	50.393	0.000	270.00	1BB01T0448		Yes	No	Mark1	Mark2			Arc			No	S38_1
6	C401	91.626	65.523	0.000	270.00	1BB01T0448		Yes	No	Mark1	Mark2			Arc			No	S38_1
11	C401	91.626	80.653	0.000	270.00	1BB01T0448		Yes	No	Mark1	Mark2			Arc			No	S38_1
4	C401	109.756	50.393	0.000	270.00	1BB01T0448		Yes	No	Mark1	Mark2			Arc			No	S38_1
5	C401	109.756	65.523	0.000	270.00	1BB01T0448		Yes	No	Mark1	Mark2			Arc			No	S38_1
12	C401	109.756	80.653	0.000	270.00	1BB01T0448		Yes	No	Mark1	Mark2			Arc			No	S38_1
1	C501	59.223	43.227	0.000	0.00	1BB01T0448		Yes	No	Mark1	Mark2			Arc			No	S38_1
8	C501	59.223	58.357	0.000	0.00	1BB01T0448		Yes	No	Mark1	Mark2			Arc			No	S38_1
9	C501	59.223	73.487	0.000	0.00	1BB01T0448		Yes	No	Mark1	Mark2			Arc			No	S38_1
2	C501	77.353	43.227	0.000	0.00	1BB01T0448		Yes	No	Mark1	Mark2			Arc			No	S38_1
7	C501	77.353	58.357	0.000	0.00	1BB01T0448		Yes	No	Mark1	Mark2			Arc			No	S38_1
10	C501	77.353	73.487	0.000	0.00	1BB01T0448		Yes	No	Mark1	Mark2			Arc			No	S38_1
3	C501	95.483	43.227	0.000	0.00	1BB01T0448		Yes	No	Mark1	Mark2			Arc			No	S38_1
6	C501	95.483	58.357	0.000	0.00	1BB01T0448		Yes	No	Mark1	Mark2			Arc			No	S38_1
11	C501	95.483	73.487	0.000	0.00	1BB01T0448		Yes	No	Mark1	Mark2			Arc			No	S38_1
4	C501	113.613	43.227	0.000	0.00	1BB01T0448		Yes	No	Mark1	Mark2			Arc			No	S38_1
5	C501	113.613	58.357	0.000	0.00	1BB01T0448		Yes	No	Mark1	Mark2			Arc			No	S38_1
12	C501	113.613	73.487	0.000	0.00	1BB01T0448		Yes	No	Mark1	Mark2			Arc			No	S38_1
1	C504	59.506	48.416	0.000	270.00	1BB01T0448		Yes	No	Mark1	Mark2			Arc			No	S38_1
8	C504	59.506	63.546	0.000	270.00	1BB01T0448		Yes	No	Mark1	Mark2			Arc			No	S38_1
9	C504	59.506	78.676	0.000	270.00	1BB01T0448		Yes	No	Mark1	Mark2			Arc			No	S38_1
2	C504	77.636	48.416	0.000	270.00	1BB01T0448		Yes	No	Mark1	Mark2			Arc			No	S38_1
7	C504	77.636	63.546	0.000	270.00	1BB01T0448		Yes	No	Mark1	Mark2			Arc			No	S38_1
10	C504	77.636	78.676	0.000	270.00	1BB01T0448		Yes	No	Mark1	Mark2			Arc			No	S38_1
3	C504	95.766	48.416	0.000	270.00	1BB01T0448		Yes	No	Mark1	Mark2			Arc			No	S38_1
6	C504	95.766	63.546	0.000	270.00	1BB01T0448		Yes	No	Mark1	Mark2			Arc			No	S38_1
11	C504	95.766	78.676	0.000	270.00	1BB01T0448		Yes	No	Mark1	Mark2			Arc			No	S38_1
4	C504	113.896	48.416	0.000	270.00	1BB01T0448		Yes	No	Mark1	Mark2			Arc			No	S38_1
5	C504	113.896	63.546	0.000	270.00	1BB01T0448		Yes	No	Mark1	Mark2			Arc			No	S38_1
12	C504	113.896	78.676	0.000	270.00	1BB01T0448		Yes	No	Mark1	Mark2			Arc			No	S38_1
1	C507	59.223	42.668	0.000	0.00	1BB01T0448		Yes	No	Mark1	Mark2			Arc			No	S38_1
8	C507	59.223	57.798	0.000	0.00	1BB01T0448		Yes	No	Mark1	Mark2			Arc			No	S38_1
9	C507	59.223	72.928	0.000	0.00	1BB01T0448		Yes	No	Mark1	Mark2			Arc			No	S38_1
2	C507	77.353	42.668	0.000	0.00	1BB01T0448		Yes	No	Mark1	Mark2			Arc			No	S38_1
7	C507	77.353	57.798	0.000	0.00	1BB01T0448		Yes	No	Mark1	Mark2			Arc			No	S38_1
10	C507	77.353	72.928	0.000	0.00	1BB01T0448		Yes	No	Mark1	Mark2			Arc			No	S38_1
3	C507	95.483	42.668	0.000	0.00	1BB01T0448		Yes	No	Mark1	Mark2			Arc			No	S38_1
6	C507	95.483	57.798	0.000	0.00	1BB01T0448		Yes	No	Mark1	Mark2			Arc			No	S38_1
11	C507	95.483	72.928	0.000	0.00	1BB01T0448		Yes	No	Mark1	Mark2			Arc			No	S38_1
4	C507	113.613	42.668	0.000	0.00	1BB01T0448		Yes	No	Mark1	Mark2			Arc			No	S38_1
5	C507	113.613	57.798	0.000	0.00	1BB01T0448		Yes	No	Mark1	Mark2			Arc			No	S38_1
12	C507	113.613	72.928	0.000	0.00	1BB01T0448		Yes	No	Mark1	Mark2			Arc			No	S38_1
1	C508	60.914	48.479	0.000	180.00	1BB01T0448		Yes	No	Mark1	Mark2			Arc			No	S38_1
8	C508	60.914	63.609	0.000	180.00	1BB01T0448		Yes	No	Mark1	Mark2			Arc			No	S38_1
9	C508	60.914	78.739	0.000	180.00	1BB01T0448		Yes	No	Mark1	Mark2			Arc			No	S38_1
2	C508	79.044	48.479	0.000	180.00	1BB01T0448		Yes	No	Mark1	Mark2			Arc			No	S38_1
7	C508	79.044	63.609	0.000	180.00	1BB01T0448		Yes	No	Mark1	Mark2			Arc			No	S38_1
10	C508	79.044	78.739	0.000	180.00	1BB01T0448		Yes	No	Mark1	Mark2			Arc			No	S38_1
3	C508	97.174	48.479	0.000	180.00	1BB01T0448		Yes	No	Mark1	Mark2			Arc			No	S38_1
6	C508	97.174	63.609	0.000	180.00	1BB01T0448		Yes	No	Mark1	Mark2			Arc			No	S38_1
11	C508	97.174	78.739	0.000	180.00	1BB01T0448		Yes	No	Mark1	Mark2			Arc			No	S38_1
4	C508	115.304	48.479	0.000	180.00	1BB01T0448		Yes	No	Mark1	Mark2			Arc			No	S38_1
5	C508	115.304	63.609	0.000	180.00	1BB01T0448		Yes	No	Mark1	Mark2			Arc			No	S38_1
12	C508	115.304	78.739	0.000	180.00	1BB01T0448		Yes	No	Mark1	Mark2			Arc			No	S38_1
1	C510	60.085	42.839	0.000	90.00	1BB01T0448		Yes	No	Mark1	Mark2			Arc			No	S38_1
8	C510	60.085	57.969	0.000	90.00	1BB01T0448		Yes	No	Mark1	Mark2			Arc			No	S38_1
9	C510	60.085	73.099	0.000	90.00	1BB01T0448		Yes	No	Mark1	Mark2			Arc			No	S38_1
2	C510	78.215	42.839	0.000	90.00	1BB01T0448		Yes	No	Mark1	Mark2			Arc			No	S38_1
7	C510	78.215	57.969	0.000	90.00	1BB01T0448		Yes	No	Mark1	Mark2			Arc			No	S38_1
10	C510	78.215	73.099	0.000	90.00	1BB01T0448		Yes	No	Mark1	Mark2			Arc			No	S38_1
3	C510	96.345	42.839	0.000	90.00	1BB01T0448		Yes	No	Mark1	Mark2			Arc			No	S38_1
6	C510	96.345	57.969	0.000	90.00	1BB01T0448		Yes	No	Mark1	Mark2			Arc			No	S38_1
11	C510	96.345	73.099	0.000	90.00	1BB01T0448		Yes	No	Mark1	Mark2			Arc			No	S38_1
4	C510	114.475	42.839	0.000	90.00	1BB01T0448		Yes	No	Mark1	Mark2			Arc			No	S38_1
5	C510	114.475	57.969	0.000	90.00	1BB01T0448		Yes	No	Mark1	Mark2			Arc			No	S38_1
12	C510	114.475	73.099	0.000	90.00	1BB01T0448		Yes	No	Mark1	Mark2			Arc			No	S38_1
1	C511	60.062	48.424	0.000	270.00	1BB01T0448		Yes	No	Mark1	Mark2			Arc			No	S38_1
8	C511	60.062	63.554	0.000	270.00	1BB01T0448		Yes	No	Mark1	Mark2			Arc			No	S38_1
9	C511	60.062	78.684	0.000	270.00	1BB01T0448		Yes	No	Mark1	Mark2			Arc			No	S38_1
2	C511	78.192	48.424	0.000	270.00	1BB01T0448		Yes	No	Mark1	Mark2			Arc			No	S38_1
7	C511	78.192	63.554	0.000	270.00	1BB01T0448		Yes	No	Mark1	Mark2			Arc			No	S38_1
10	C511	78.192	78.684	0.000	270.00	1BB01T0448		Yes	No	Mark1	Mark2			Arc			No	S38_1
3	C511	96.322	48.424	0.000	270.00	1BB01T0448		Yes	No	Mark1	Mark2			Arc			No	S38_1
6	C511	96.322	63.554	0.000	270.00	1BB01T0448		Yes	No	Mark1	Mark2			Arc			No	S38_1
11	C511	96.322	78.684	0.000	270.00	1BB01T0448		Yes	No	Mark1	Mark2			Arc			No	S38_1
4	C511	114.452	48.424	0.000	270.00	1BB01T0448		Yes	No	Mark1	Mark2			Arc			No	S38_1
5	C511	114.452	63.554	0.000	270.00	1BB01T0448		Yes	No	Mark1	Mark2			Arc			No	S38_1
12	C511	114.452	78.684	0.000	270.00	1BB01T0448		Yes	No	Mark1	Mark2			Arc			No	S38_1
1	C512	58.969	41.809	0.000	90.00	1BB01T0448		Yes	No	Mark1	Mark2			Arc			No	S38_1
8	C512	58.969	56.939	0.000	90.00	1BB01T0448		Yes	No	Mark1	Mark2			Arc			No	S38_1
9	C512	58.969	72.069	0.000	90.00	1BB01T0448		Yes	No	Mark1	Mark2			Arc			No	S38_1
2	C512	77.099	41.809	0.000	90.00	1BB01T0448		Yes	No	Mark1	Mark2			Arc			No	S38_1
7	C512	77.099	56.939	0.000	90.00	1BB01T0448		Yes	No	Mark1	Mark2			Arc			No	S38_1
10	C512	77.099	72.069	0.000	90.00	1BB01T0448		Yes	No	Mark1	Mark2			Arc			No	S38_1
3	C512	95.229	41.809	0.000	90.00	1BB01T0448		Yes	No	Mark1	Mark2			Arc			No	S38_1
6	C512	95.229	56.939	0.000	90.00	1BB01T0448		Yes	No	Mark1	Mark2			Arc			No	S38_1
11	C512	95.229	72.069	0.000	90.00	1BB01T0448		Yes	No	Mark1	Mark2			Arc			No	S38_1
4	C512	113.359	41.809	0.000	90.00	1BB01T0448		Yes	No	Mark1	Mark2			Arc			No	S38_1
5	C512	113.359	56.939	0.000	90.00	1BB01T0448		Yes	No	Mark1	Mark2			Arc			No	S38_1
12	C512	113.359	72.069	0.000	90.00	1BB01T0448		Yes	No	Mark1	Mark2			Arc			No	S38_1
1	C513	60.912	47.925	0.000	180.00	1BB01T0448		Yes	No	Mark1	Mark2			Arc			No	S38_1
8	C513	60.912	63.055	0.000	180.00	1BB01T0448		Yes	No	Mark1	Mark2			Arc			No	S38_1
9	C513	60.912	78.185	0.000	180.00	1BB01T0448		Yes	No	Mark1	Mark2			Arc			No	S38_1
2	C513	79.042	47.925	0.000	180.00	1BB01T0448		Yes	No	Mark1	Mark2			Arc			No	S38_1
7	C513	79.042	63.055	0.000	180.00	1BB01T0448		Yes	No	Mark1	Mark2			Arc			No	S38_1
10	C513	79.042	78.185	0.000	180.00	1BB01T0448		Yes	No	Mark1	Mark2			Arc			No	S38_1
3	C513	97.172	47.925	0.000	180.00	1BB01T0448		Yes	No	Mark1	Mark2			Arc			No	S38_1
6	C513	97.172	63.055	0.000	180.00	1BB01T0448		Yes	No	Mark1	Mark2			Arc			No	S38_1
11	C513	97.172	78.185	0.000	180.00	1BB01T0448		Yes	No	Mark1	Mark2			Arc			No	S38_1
4	C513	115.302	47.925	0.000	180.00	1BB01T0448		Yes	No	Mark1	Mark2			Arc			No	S38_1
5	C513	115.302	63.055	0.000	180.00	1BB01T0448		Yes	No	Mark1	Mark2			Arc			No	S38_1
12	C513	115.302	78.185	0.000	180.00	1BB01T0448		Yes	No	Mark1	Mark2			Arc			No	S38_1
1	C514	58.946	48.427	0.000	90.00	1BB01T0350		Yes	No	Mark1	Mark2			Arc			No	S38_1
8	C514	58.946	63.557	0.000	90.00	1BB01T0350		Yes	No	Mark1	Mark2			Arc			No	S38_1
9	C514	58.946	78.687	0.000	90.00	1BB01T0350		Yes	No	Mark1	Mark2			Arc			No	S38_1
2	C514	77.076	48.427	0.000	90.00	1BB01T0350		Yes	No	Mark1	Mark2			Arc			No	S38_1
7	C514	77.076	63.557	0.000	90.00	1BB01T0350		Yes	No	Mark1	Mark2			Arc			No	S38_1
10	C514	77.076	78.687	0.000	90.00	1BB01T0350		Yes	No	Mark1	Mark2			Arc			No	S38_1
3	C514	95.206	48.427	0.000	90.00	1BB01T0350		Yes	No	Mark1	Mark2			Arc			No	S38_1
6	C514	95.206	63.557	0.000	90.00	1BB01T0350		Yes	No	Mark1	Mark2			Arc			No	S38_1
11	C514	95.206	78.687	0.000	90.00	1BB01T0350		Yes	No	Mark1	Mark2			Arc			No	S38_1
4	C514	113.336	48.427	0.000	90.00	1BB01T0350		Yes	No	Mark1	Mark2			Arc			No	S38_1
5	C514	113.336	63.557	0.000	90.00	1BB01T0350		Yes	No	Mark1	Mark2			Arc			No	S38_1
12	C514	113.336	78.687	0.000	90.00	1BB01T0350		Yes	No	Mark1	Mark2			Arc			No	S38_1
1	C515	59.525	52.039	0.000	0.00	1BB01T0416		Yes	No	Mark1	Mark2			Arc			No	S38_1
8	C515	59.525	67.169	0.000	0.00	1BB01T0416		Yes	No	Mark1	Mark2			Arc			No	S38_1
9	C515	59.525	82.299	0.000	0.00	1BB01T0416		Yes	No	Mark1	Mark2			Arc			No	S38_1
2	C515	77.655	52.039	0.000	0.00	1BB01T0416		Yes	No	Mark1	Mark2			Arc			No	S38_1
7	C515	77.655	67.169	0.000	0.00	1BB01T0416		Yes	No	Mark1	Mark2			Arc			No	S38_1
10	C515	77.655	82.299	0.000	0.00	1BB01T0416		Yes	No	Mark1	Mark2			Arc			No	S38_1
3	C515	95.785	52.039	0.000	0.00	1BB01T0416		Yes	No	Mark1	Mark2			Arc			No	S38_1
6	C515	95.785	67.169	0.000	0.00	1BB01T0416		Yes	No	Mark1	Mark2			Arc			No	S38_1
11	C515	95.785	82.299	0.000	0.00	1BB01T0416		Yes	No	Mark1	Mark2			Arc			No	S38_1
4	C515	113.915	52.039	0.000	0.00	1BB01T0416		Yes	No	Mark1	Mark2			Arc			No	S38_1
5	C515	113.915	67.169	0.000	0.00	1BB01T0416		Yes	No	Mark1	Mark2			Arc			No	S38_1
12	C515	113.915	82.299	0.000	0.00	1BB01T0416		Yes	No	Mark1	Mark2			Arc			No	S38_1
1	C601	66.150	50.363	0.000	180.00	1BB01T0503		Yes	No	Mark1	Mark2			Arc			No	S38_1
8	C601	66.150	65.493	0.000	180.00	1BB01T0503		Yes	No	Mark1	Mark2			Arc			No	S38_1
9	C601	66.150	80.623	0.000	180.00	1BB01T0503		Yes	No	Mark1	Mark2			Arc			No	S38_1
2	C601	84.280	50.363	0.000	180.00	1BB01T0503		Yes	No	Mark1	Mark2			Arc			No	S38_1
7	C601	84.280	65.493	0.000	180.00	1BB01T0503		Yes	No	Mark1	Mark2			Arc			No	S38_1
10	C601	84.280	80.623	0.000	180.00	1BB01T0503		Yes	No	Mark1	Mark2			Arc			No	S38_1
3	C601	102.410	50.363	0.000	180.00	1BB01T0503		Yes	No	Mark1	Mark2			Arc			No	S38_1
6	C601	102.410	65.493	0.000	180.00	1BB01T0503		Yes	No	Mark1	Mark2			Arc			No	S38_1
11	C601	102.410	80.623	0.000	180.00	1BB01T0503		Yes	No	Mark1	Mark2			Arc			No	S38_1
4	C601	120.540	50.363	0.000	180.00	1BB01T0503		Yes	No	Mark1	Mark2			Arc			No	S38_1
5	C601	120.540	65.493	0.000	180.00	1BB01T0503		Yes	No	Mark1	Mark2			Arc			No	S38_1
12	C601	120.540	80.623	0.000	180.00	1BB01T0503		Yes	No	Mark1	Mark2			Arc			No	S38_1
1	C602	65.360	42.448	0.000	270.00	1BB01T0503		Yes	No	Mark1	Mark2			Arc			No	S38_1
8	C602	65.360	57.578	0.000	270.00	1BB01T0503		Yes	No	Mark1	Mark2			Arc			No	S38_1
9	C602	65.360	72.708	0.000	270.00	1BB01T0503		Yes	No	Mark1	Mark2			Arc			No	S38_1
2	C602	83.490	42.448	0.000	270.00	1BB01T0503		Yes	No	Mark1	Mark2			Arc			No	S38_1
7	C602	83.490	57.578	0.000	270.00	1BB01T0503		Yes	No	Mark1	Mark2			Arc			No	S38_1
10	C602	83.490	72.708	0.000	270.00	1BB01T0503		Yes	No	Mark1	Mark2			Arc			No	S38_1
3	C602	101.620	42.448	0.000	270.00	1BB01T0503		Yes	No	Mark1	Mark2			Arc			No	S38_1
6	C602	101.620	57.578	0.000	270.00	1BB01T0503		Yes	No	Mark1	Mark2			Arc			No	S38_1
11	C602	101.620	72.708	0.000	270.00	1BB01T0503		Yes	No	Mark1	Mark2			Arc			No	S38_1
4	C602	119.750	42.448	0.000	270.00	1BB01T0503		Yes	No	Mark1	Mark2			Arc			No	S38_1
5	C602	119.750	57.578	0.000	270.00	1BB01T0503		Yes	No	Mark1	Mark2			Arc			No	S38_1
12	C602	119.750	72.708	0.000	270.00	1BB01T0503		Yes	No	Mark1	Mark2			Arc			No	S38_1
1	C604	66.232	43.349	0.000	0.00	1BB01T0350		Yes	No	Mark1	Mark2			Arc			No	S38_1
8	C604	66.232	58.479	0.000	0.00	1BB01T0350		Yes	No	Mark1	Mark2			Arc			No	S38_1
9	C604	66.232	73.609	0.000	0.00	1BB01T0350		Yes	No	Mark1	Mark2			Arc			No	S38_1
2	C604	84.362	43.349	0.000	0.00	1BB01T0350		Yes	No	Mark1	Mark2			Arc			No	S38_1
7	C604	84.362	58.479	0.000	0.00	1BB01T0350		Yes	No	Mark1	Mark2			Arc			No	S38_1
10	C604	84.362	73.609	0.000	0.00	1BB01T0350		Yes	No	Mark1	Mark2			Arc			No	S38_1
3	C604	102.492	43.349	0.000	0.00	1BB01T0350		Yes	No	Mark1	Mark2			Arc			No	S38_1
6	C604	102.492	58.479	0.000	0.00	1BB01T0350		Yes	No	Mark1	Mark2			Arc			No	S38_1
11	C604	102.492	73.609	0.000	0.00	1BB01T0350		Yes	No	Mark1	Mark2			Arc			No	S38_1
4	C604	120.622	43.349	0.000	0.00	1BB01T0350		Yes	No	Mark1	Mark2			Arc			No	S38_1
5	C604	120.622	58.479	0.000	0.00	1BB01T0350		Yes	No	Mark1	Mark2			Arc			No	S38_1
12	C604	120.622	73.609	0.000	0.00	1BB01T0350		Yes	No	Mark1	Mark2			Arc			No	S38_1
1	C605	66.239	42.798	0.000	0.00	1BB01T0350		Yes	No	Mark1	Mark2			Arc			No	S38_1
8	C605	66.239	57.928	0.000	0.00	1BB01T0350		Yes	No	Mark1	Mark2			Arc			No	S38_1
9	C605	66.239	73.058	0.000	0.00	1BB01T0350		Yes	No	Mark1	Mark2			Arc			No	S38_1
2	C605	84.369	42.798	0.000	0.00	1BB01T0350		Yes	No	Mark1	Mark2			Arc			No	S38_1
7	C605	84.369	57.928	0.000	0.00	1BB01T0350		Yes	No	Mark1	Mark2			Arc			No	S38_1
10	C605	84.369	73.058	0.000	0.00	1BB01T0350		Yes	No	Mark1	Mark2			Arc			No	S38_1
3	C605	102.499	42.798	0.000	0.00	1BB01T0350		Yes	No	Mark1	Mark2			Arc			No	S38_1
6	C605	102.499	57.928	0.000	0.00	1BB01T0350		Yes	No	Mark1	Mark2			Arc			No	S38_1
11	C605	102.499	73.058	0.000	0.00	1BB01T0350		Yes	No	Mark1	Mark2			Arc			No	S38_1
4	C605	120.629	42.798	0.000	0.00	1BB01T0350		Yes	No	Mark1	Mark2			Arc			No	S38_1
5	C605	120.629	57.928	0.000	0.00	1BB01T0350		Yes	No	Mark1	Mark2			Arc			No	S38_1
12	C605	120.629	73.058	0.000	0.00	1BB01T0350		Yes	No	Mark1	Mark2			Arc			No	S38_1
1	C606	66.527	46.514	0.000	270.00	1BB01T0350		Yes	No	Mark1	Mark2			Arc			No	S38_1
8	C606	66.527	61.644	0.000	270.00	1BB01T0350		Yes	No	Mark1	Mark2			Arc			No	S38_1
9	C606	66.527	76.774	0.000	270.00	1BB01T0350		Yes	No	Mark1	Mark2			Arc			No	S38_1
2	C606	84.657	46.514	0.000	270.00	1BB01T0350		Yes	No	Mark1	Mark2			Arc			No	S38_1
7	C606	84.657	61.644	0.000	270.00	1BB01T0350		Yes	No	Mark1	Mark2			Arc			No	S38_1
10	C606	84.657	76.774	0.000	270.00	1BB01T0350		Yes	No	Mark1	Mark2			Arc			No	S38_1
3	C606	102.787	46.514	0.000	270.00	1BB01T0350		Yes	No	Mark1	Mark2			Arc			No	S38_1
6	C606	102.787	61.644	0.000	270.00	1BB01T0350		Yes	No	Mark1	Mark2			Arc			No	S38_1
11	C606	102.787	76.774	0.000	270.00	1BB01T0350		Yes	No	Mark1	Mark2			Arc			No	S38_1
4	C606	120.917	46.514	0.000	270.00	1BB01T0350		Yes	No	Mark1	Mark2			Arc			No	S38_1
5	C606	120.917	61.644	0.000	270.00	1BB01T0350		Yes	No	Mark1	Mark2			Arc			No	S38_1
12	C606	120.917	76.774	0.000	270.00	1BB01T0350		Yes	No	Mark1	Mark2			Arc			No	S38_1
1	C607	61.062	44.464	0.000	0.00	1BB01T0483		Yes	No	Mark1	Mark2			Arc			No	S38_1
8	C607	61.062	59.594	0.000	0.00	1BB01T0483		Yes	No	Mark1	Mark2			Arc			No	S38_1
9	C607	61.062	74.724	0.000	0.00	1BB01T0483		Yes	No	Mark1	Mark2			Arc			No	S38_1
2	C607	79.192	44.464	0.000	0.00	1BB01T0483		Yes	No	Mark1	Mark2			Arc			No	S38_1
7	C607	79.192	59.594	0.000	0.00	1BB01T0483		Yes	No	Mark1	Mark2			Arc			No	S38_1
10	C607	79.192	74.724	0.000	0.00	1BB01T0483		Yes	No	Mark1	Mark2			Arc			No	S38_1
3	C607	97.322	44.464	0.000	0.00	1BB01T0483		Yes	No	Mark1	Mark2			Arc			No	S38_1
6	C607	97.322	59.594	0.000	0.00	1BB01T0483		Yes	No	Mark1	Mark2			Arc			No	S38_1
11	C607	97.322	74.724	0.000	0.00	1BB01T0483		Yes	No	Mark1	Mark2			Arc			No	S38_1
4	C607	115.452	44.464	0.000	0.00	1BB01T0483		Yes	No	Mark1	Mark2			Arc			No	S38_1
5	C607	115.452	59.594	0.000	0.00	1BB01T0483		Yes	No	Mark1	Mark2			Arc			No	S38_1
12	C607	115.452	74.724	0.000	0.00	1BB01T0483		Yes	No	Mark1	Mark2			Arc			No	S38_1
1	C611	62.235	39.975	0.000	90.00	1BB01T0483		Yes	No	Mark1	Mark2			Arc			No	S38_1
8	C611	62.235	55.105	0.000	90.00	1BB01T0483		Yes	No	Mark1	Mark2			Arc			No	S38_1
9	C611	62.235	70.235	0.000	90.00	1BB01T0483		Yes	No	Mark1	Mark2			Arc			No	S38_1
2	C611	80.365	39.975	0.000	90.00	1BB01T0483		Yes	No	Mark1	Mark2			Arc			No	S38_1
7	C611	80.365	55.105	0.000	90.00	1BB01T0483		Yes	No	Mark1	Mark2			Arc			No	S38_1
10	C611	80.365	70.235	0.000	90.00	1BB01T0483		Yes	No	Mark1	Mark2			Arc			No	S38_1
3	C611	98.495	39.975	0.000	90.00	1BB01T0483		Yes	No	Mark1	Mark2			Arc			No	S38_1
6	C611	98.495	55.105	0.000	90.00	1BB01T0483		Yes	No	Mark1	Mark2			Arc			No	S38_1
11	C611	98.495	70.235	0.000	90.00	1BB01T0483		Yes	No	Mark1	Mark2			Arc			No	S38_1
4	C611	116.625	39.975	0.000	90.00	1BB01T0483		Yes	No	Mark1	Mark2			Arc			No	S38_1
5	C611	116.625	55.105	0.000	90.00	1BB01T0483		Yes	No	Mark1	Mark2			Arc			No	S38_1
12	C611	116.625	70.235	0.000	90.00	1BB01T0483		Yes	No	Mark1	Mark2			Arc			No	S38_1
1	C614	66.527	44.204	0.000	90.00	1BB01T0350		Yes	No	Mark1	Mark2			Arc			No	S38_1
8	C614	66.527	59.334	0.000	90.00	1BB01T0350		Yes	No	Mark1	Mark2			Arc			No	S38_1
